915,175
175,1201
1201,915
427,187
187,682
682,427
602,775
775,567
567,602
602,1005
1005,526
526,602
1172,602
567,1172
1172,1005
1370,340
340,1015
1015,1370
1370,567
567,340
1172,1370
1015,1172
1404,1400
1400,24
24,1404
1956,1765
1765,475
475,1956
812,1199
1199,1838
1838,812
812,1091
1091,1199
1644,1491
1491,376
376,1644
145,1176
1176,682
682,145
427,1379
1379,187
1318,1608
1608,1201
1201,1318
175,229
229,1201
915,141
141,175
901,1138
1138,732
732,901
1530,829
829,522
522,1530
262,829
829,865
865,262
784,1530
522,784
1211,969
969,1119
1119,1211
1149,1456
1456,462
462,1149
1149,788
788,1456
894,347
347,435
435,894
1142,1213
1213,1685
1685,1142
1213,1799
1799,1685
256,752
752,1447
1447,256
256,1277
1277,752
1048,752
752,1517
1517,1048
1048,1447
86,1140
1140,176
176,86
86,246
246,1454
1454,86
1454,1941
1941,86
1941,1140
1244,50
50,1198
1198,1244
50,1969
1969,1198
1244,89
89,50
1411,991
991,1225
1225,1411
1411,1956
1956,991
99,436
436,474
474,99
99,1359
1359,970
970,99
569,1978
1978,988
988,569
1978,1274
1274,988
1968,1244
1198,1968
1644,1045
1045,1491
1379,1684
1684,1015
1015,1379
1684,1172
1684,427
427,1172
1364,1318
1201,1364
1364,1831
1831,1318
229,1364
775,1955
1955,567
602,150
150,775
526,150
1005,906
906,526
906,150
906,1737
1737,150
141,1116
1116,175
870,370
370,381
381,870
252,901
901,1544
1544,252
675,271
271,732
732,675
90,829
1530,90
90,865
829,763
763,522
262,763
763,1929
1929,522
1760,1211
1211,607
607,1760
969,1515
1515,1119
246,999
999,655
655,246
785,1548
1548,770
770,785
1298,785
770,1298
1298,176
176,785
977,1488
1488,1479
1479,977
1488,1331
1331,392
392,1488
11,347
347,337
337,11
11,511
511,347
250,894
894,1397
1397,250
347,250
250,337
1540,1729
1729,788
788,1540
1729,1456
1729,1319
1319,1456
438,1266
1266,124
124,438
363,336
336,435
435,363
363,511
511,566
566,363
1301,363
566,1301
1301,336
347,363
1845,1804
1804,1397
1397,1845
1804,438
438,1397
1804,782
782,438
1527,894
435,1527
336,1527
1527,1397
1527,1845
1226,1956
475,1226
310,1226
475,310
310,896
896,1226
80,1779
1779,1441
1441,80
1048,80
1441,1048
1517,80
1645,1277
1277,1313
1313,1645
1620,378
378,1810
1810,1620
184,378
1620,184
1620,645
645,984
984,1620
1620,912
912,645
1620,57
57,912
1876,57
57,403
403,1876
1810,57
436,932
932,474
932,316
316,474
1080,308
308,275
275,1080
1080,1022
1022,308
1569,991
991,316
316,1569
932,1569
932,1022
1022,1569
937,1861
1861,474
474,937
316,937
316,1429
1429,937
99,1410
1410,1359
99,1510
1510,436
1274,1510
1510,988
1274,436
1274,731
731,436
308,731
731,275
308,436
1152,1274
1978,1152
731,1152
1152,275
232,1918
1918,268
268,232
1731,128
128,801
801,1731
1277,128
128,1313
256,128
1758,396
396,261
261,1758
671,396
1758,671
671,896
896,396
341,1644
376,341
1812,952
952,1570
1570,1812
1504,812
1838,1504
1504,1091
1066,577
577,381
381,1066
577,870
577,1970
1970,870
577,1282
1282,1970
870,402
402,669
669,870
402,985
985,669
1507,210
210,796
796,1507
427,555
555,1172
187,1820
1820,682
1820,777
777,682
885,145
682,885
777,885
861,818
818,1727
1727,861
